route_id,agency_id,route_short_name,route_long_name,route_type,route_color,competent_authority,route_desc
0b7a27c933eba33e2de194efa5be3009,50,102,Tallinn - Laagna - Muuga - Maardu,3,3bb5db,Harjumaa ÜTK,
96ce4a18dd43814ade17647c3322f4bf,632,103,Tartu - Mäo - Tallinn,3,660000,Maanteeamet,
8a1b634b5ac0d3a649cd1dc873c5abd3,71,103,Kesklinn - Väimela - Parksepa - Haigla - Kesklinn,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA"
80479775e9027cee491dda45761c3371,100047,103,Põltsamaa - Lustivere - Aidu - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA"
82fec4ae602bfa1e93d3356065a2e9b8,60,103,Tartu - Vorbuse - Tartu,3,3bb5db,Tartu MV,"Liini komentaarid:<br>TASUTA"
228559e2612a6cff4740a87b29a051cc,50,103,Tallinn - Ülemiste - Lagedi - Loo - Muuga - Maardu,3,3bb5db,Harjumaa ÜTK,
0207716aecfc3288192cb32beae32ea1,60,103-1,Jõhvi - Kiviõli - Sonda - Vaeküla - Rakvere,3,3bb5db,Ida-Viru MV,"Liini komentaarid:<br>TASUTA<br>Liin ei ole käigus riigipühadel<br>Bussi liikumisteekond Kiviõli linnas: http://www.ivytk.ee/wp-content/uploads/2020/11/Liini-nr-103-1-teekond-Kiviolis.png<br>Väljumiste kommentaarid:<br>Väljumine 6:50: ADRU peatust teenindatakse mittekoolipäevadel ainult nõudmisel. Sõidusoovist nõudepeatusesse teavitada bussijuhti sisenemisel. Pealetuleku soovi korral nõudepeatusest teatada reisile eelneval päeval kuni kl 18.00-ni tel 640 4000. Nõudepeatuse teenindamisel hilineb buss kõikidesse järgnevatesse peatustesse kuni 5 minutit."
3b96c1c9bd27f5c1a2af325096118948,60,103-2,Püssi - Kiviõli - Sonda - Vaeküla - Rakvere,3,3bb5db,Ida-Viru MV,"Liini komentaarid:<br>Bussi liikumisteekond Kiviõli linnas: http://www.ivytk.ee/wp-content/uploads/2020/11/Liini-nr-103-2-teekond-Kiviolis.png<br>Liin ei ole käigus riigipühadel<br>TASUTA"
9073df4a28288f7a7cc857593664e4ac,71,104,Seminari väljak - Olevi - Haigla - Olevi - Seminari väljak,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA"
2bd59645ba57ea02deabe7e4539fe776,100047,104,Põltsamaa - Aidu - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Käigus ka riigipühal juhul, kui riigipühale järgneb tööpäev<br>TASUTA"
504fc1e0eaa7574af6c75357813064b9,60,104,Kiviõli - Kohtla-Järve,3,3bb5db,Ida-Viru MV,"Liini komentaarid:<br>TASUTA<br>Riigipühadel kehtib pühapäevane sõiduplaan"
107bb5067b5e72c593a2a43e0a2eb174,50,104A,Tallinn - Loo - Kostivere,3,3bb5db,Harjumaa ÜTK,
638d9c3ddfd57e99e585b8b3e18ae870,50,104B,Tallinn - Loo - Lagedi mõis - Kostivere - Raasiku - Kuuse tee,3,3bb5db,Harjumaa ÜTK,
494c9948b6ead4057324e93f07dcf71f,50,104C,Tallinn - Loo - Lagedi mõis - Kostivere - Jõelähtme,3,3bb5db,Harjumaa ÜTK,
5d9152ff330a6efb6fd14829df942f46,71,105,Seminari väljak - Haigla - Puiga - Väimela - Seminari väljak,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA"
7399a28f9274656339215ee700f5d95f,60,105,Tallinn - Vaida - Pikavere - Alavere - Voose,3,3bb5db,Harjumaa ÜTK,
f430ccee0b07647af28aecf48b0ecdf3,60,105,Tartu - Laeva - Siniküla - Puurmani - Põltsamaa,3,3bb5db,Tartu MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel<br>TASUTA"
ce01fdee38b6c272b0a52d87252ab4e0,50,105,Jõhvi - Toila - Valaste - Saka - Kohtla-Järve - Jõhvi,3,3bb5db,Ida-Viru MV,"Liini komentaarid:<br>TASUTA<br>Liin ei ole käigus riigipühadel"
6643c828a4d0d8eacda00f0eb0a27a18,50,105A,Jõhvi - Voka - Toila - Valaste - Saka - Kohtla-Järve - Jõhvi,3,3bb5db,Ida-Viru MV,"Liini komentaarid:<br>TASUTA<br>Riigipühadel kehtib pühapäevane sõiduplaan"
08b15829ff80eaa79adaeb7bd3b826a3,71,106,Kesklinn - KEK - Puiga - KEK - Kesklinn,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA"
559f69008c0c2e186e0108fdd5aa5d3b,60,106,Põltsamaa - Puurmani - Siniküla - Laeva - Tartu,3,3bb5db,Tartu MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel<br>TASUTA<br>Käigus laupäeval aastaringselt ja esmaspäevast reedeni koolivaheajal"
7f873264218b5885e913f113d5159498,50,106,Tallinn - Laagna - Loo,3,3bb5db,Harjumaa ÜTK,
c4f6c68c6f2ffa475013741b5ca8e475,50,106,Jõhvi - Toila - Voka - Jõhvi,3,3bb5db,Ida-Viru MV,"Liini komentaarid:<br>TASUTA<br>bussid sõidavad läbi LOSSIPLATSI peatuse ainult koolipäevadel ning väljaspool koolipäevi läbib buss Pühajõe kalmistu, Pühajõe ja Vanakooli peatuseid 5 minutit varem<br>Riigipühadel kehtib pühapäevane sõiduplaan<br>Rongide hilinemise korral ootab buss Jõhvi raudteejaamas ümberistujaid kuni 10 minutit juhul, kui ümberistuv reisija on teatanud ootamise vajadusest telefonil 33 46 995. Sel juhul hilineb buss järgmistesse peatustesse.<br>Väljumiste kommentaarid:<br>Väljumine 7:50: bussid sõidavad läbi LOSSIPLATSI peatuse ainult koolipäevadel ning väljaspool koolipäevi läbib buss Pühajõe kalmistu, Pühajõe ja Vanakooli peatuseid 5 minutit varem"
96f5fb4a7a0185a058343708f11efa24,50,106A,Tallinn - Loo - Lagedi,3,3bb5db,Harjumaa ÜTK,
432df6826f7d34ad85d85e68af318b26,50,106C,Tallinn - Loo - Lagedi kool - Kostivere,3,3bb5db,Harjumaa ÜTK,
0633ea566b6a7796f6bc65fc862f4442,71,107,Kesklinn - Turu - Puiga - KEK - Kesklinn,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA"
b20b6e65f4e622d5c61cb7e7701b67a0,60,107,Põltsamaa - Puurmani - Siniküla - Laeva - Tartu,3,3bb5db,Tartu MV,"Liini komentaarid:<br>Käigus koolipäevadel<br>TASUTA"
dfbdf867c0532add35e9ffc5dc4b3ea0,50,107,Tallinn - Harku - Keila - Vasalemma - Ämari - Munalaskme,3,3bb5db,Harjumaa ÜTK,
2f09b574677106c3742d80e90d0c7a5f,50,107,Jõhvi - Keskhaigla - Tammiku - Jõhvi,3,3bb5db,Ida-Viru MV,"Liini komentaarid:<br>TASUTA<br>Liin ei ole käigus riigipühadel<br>Sõidupileti müümisel ja/või valideerimisel registreeritakse liinil nr 107 ainult reisija sisenemise peatus"
d0c733a3cf38ace5a31319bf928e5102,71,108,Seminari väljak - KEK - Haigla - KEK - Seminari väljak,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA"
dee6ea0fe60145d6455aa76b3e02fc2f,60,108,Tartu - Vorbuse - Kärnise - Vorbuse - Tartu,3,3bb5db,Tartu MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel<br>TASUTA"
0b91f9ea502a4bd1286d1dec28d6988b,295,108,Tallinn - Tabasalu - Vääna-Jõesuu - Keila-Joa,3,3bb5db,Harjumaa ÜTK,
513cbef5f2a410e78c3c28b40de83f7e,50,108,Jõhvi - Voka - Toila - Jõhvi,3,3bb5db,Ida-Viru MV,"Liini komentaarid:<br>Rongide hilinemise korral ootab buss Jõhvi raudteejaamas ümberistujaid kuni 10 minutit juhul, kui ümberistuv reisija on teatanud ootamise vajadusest telefonil 33 46 995. Sel juhul hilineb buss järgmistesse peatustesse.<br>bussid sõidavad läbi LOSSIPLATSI peatuse ainult koolipäevadel<br>Riigipühadel kehtib pühapäevane sõiduplaan<br>TASUTA<br>Väljumiste kommentaarid:<br>Väljumine 13:50,16:00: bussid sõidavad läbi LOSSIPLATSI peatuse ainult koolipäevadel"
2755cb011413f0247b94716e6c0974c2,220,109,Võru - Kanepi - Tartu,3,660000,Maanteeamet,
99b4b6c08687c7b3cc6f4794c71fbc5f,60,109,Põltsamaa - Puurmani - Laeva - Vorbuse - Tartu,3,3bb5db,Tartu MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel"
9b0cc7e0559ec54514ed7fb2712fb6d6,295,109,Tallinn - Tabasalu - Vääna - Kindluse - Keila,3,3bb5db,Harjumaa ÜTK,
dc8a20d760c6724262eeacdc42de26b1,71,109A,Kesklinn - Navi kauplus - Parksepa - Väimela - Kesklinn,3,3bb5db,Võru MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel<br>TASUTA"
004e80a202718448a34c4cfaa7a5dd27,71,109B,Kesklinn - Väimela - Parksepa - Navi kauplus - Kesklinn,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel."
27dc54c062269953d8a8c52ff7ec37dd,50,10A,Vabaduse park - Teater - Tallinna mnt - Jaani - Vana-Pärnu,3,de2c42,Pärnu LV,"Liini komentaarid:<br>Buss käigus iga päev vahemikus 13.06 - 30.08."
a8a9a868ca251ed4356ce1ba20689ad6,60,10A,Räpina - Lüübnitsa - Beresje - Räpina,3,3bb5db,Põlva MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel.<br>TASUTA"
8a54369b8a52a34a279857a9417915ec,60,10A,Sooru - Tagula - Laatre - Tsirguliina - Valga,3,3bb5db,Valga MV,"Liini komentaarid:<br>TASUTA<br>Liiklus toimub ainult koolipäevadel"
4b191d3fba2b374e4e342f5b2eabffae,60,10B,Räpina - Beresje - Lüübnitsa - Räpina,3,3bb5db,Põlva MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel.<br>TASUTA"
a372437f16590e4e48b3b8b8134d9160,60,10B,Valga-Sooru - Tsirguliina - Tagula - Sooru,3,3bb5db,Valga MV,"Liini komentaarid:<br>Liiklus toimub ainult koolipäevadel<br>TASUTA"
10c597c7fe77dca8ef2997f73654ad7d,60,10C,Räpina - Beresje - Lüübnitsa - Räpina,3,3bb5db,Põlva MV,"Liini komentaarid:<br>Ei ole käigus laupäeval ja laupäevastel riigipühadel.<br>TASUTA"
fc4c431be4063561ddfb3755ba770c1c,100046,10-I,Paide keskväljak - Türi - Särevere,3,3bb5db,Järvamaa ÜTK,"Liini komentaarid:<br>TASUTA"
4730f41a4322a28dce82a251e8482756,100046,10-III,Paide keskväljak - Türi - Särevere,3,3bb5db,Järvamaa ÜTK,"Liini komentaarid:<br>TASUTA"
4d286471edfda6dc86bd095e8dea1556,100046,10-IV,Paide keskväljak - Türi - Särevere,3,3bb5db,Järvamaa ÜTK,"Liini komentaarid:<br>TASUTA"
734bfe77ff14d43c73fd2497ad824568,100046,10-VI,Paide keskväljak - Türi - Särevere,3,3bb5db,Järvamaa ÜTK,"Liini komentaarid:<br>TASUTA"
0e3de04a1df6babfaeff75ebab18bcc3,60,11,Lõunakeskus - Kasteheina,3,de2c42,Tartu LV,"Liini komentaarid:<br>Liin on riigipühadel käigus pühapäevase sõiduplaani järgi"
71c73da049eac0bb398435771e330809,56,11,Kadaka - Kivisilla,3,de2c42,Tallinna TA,
f1473872e55fe8f2d3fdd5d6992ec78d,71,11,Rapla - Kaerepere - Kädva - Käru,3,3bb5db,Rapla MV,
543e1e275d4b9d052697daa37df65ccb,60,11,Rakvere - Haljala - Varangu - Kandle - Rakvere,3,3bb5db,Lääne-Viru MV,"Liini komentaarid:<br>Nõudepeatus: SUVILAD. Liin ei ole käigus riigipühadel<br>Liin ei ole käigus riigipühadel"
ee26b34ee3eeca3cce8e16f4179804bc,50,115,Tallinn - Mähe - Randvere - Tammneeme,3,3bb5db,Harjumaa ÜTK,
da05567c3a4e4c1ae634df29420564fd,71,19,Rapla - Seli-Koigi,3,3bb5db,Rapla MV,
2e31bff0d3d35c31fe2c2203a72d7ae0,317,11,Haapsalu - Haeska NÕUDELIIN,3,3bb5db,Lääne MV,"Liini komentaarid:<br>Nõudeliini teenindamine toimub ainult tellimuse alusel. Bussi tellimuse esitamiseks tuleb helistada hiljemalt sõidule eelneva päeva kella 18:00-ks telefonil 555 64006.<br>TASUTA"
24c05e9bf4ef1e75aeb9e8c9ff2df49e,100047,110,Jõgeva - Siimusti - Aidu - Lustivere - Põltsamaa,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA"
d2f29fdda0167d5e50f79bc055916365,60,110,Rakvere rdt jaam - Tudu - Rannapungerja - Mustvee - Kallaste,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>TASUTA<br>Väljumiste kommentaarid:<br>Väljumine 20:15: Käigus iga päev"
b4ffc86409021b44c0bd9acf0ba18c0a,295,110,Keila - Keila-Joa - Lohusalu - Paldiski,3,3bb5db,Harjumaa ÜTK,
b5d4b17dfd108a29d100eb088724b15c,60,1101,Iide-Mässa-Iide-Jämaja-Kaunispe-Lindmetsa-Anseküla-Salme-Kuressaare,3,3bb5db,Saare MV,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel"
9a7d2d8fac96047aa87b8e2c3e54cbb8,60,1102,Kuressaare-(Laevaehitaja tellimisel)-Salme-Kaunispe-Iide,3,3bb5db,Saare MV,"Liini komentaarid:<br>Laevaehitaja peatusesse nõudeliinina<br>Liin ei ole käigus riigipühadel"
1b6199929bb039bfadacc64165c2df86,60,1103,Iide-Lopsigu-Mässa-Anseküla-Salme-Kuressaare,3,3bb5db,Saare MV,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel"
86c70304509e7557cfc61f5bbec0ccbc,60,1104,Kuressaare-Rahuste-Kaunispe-Jämaja-Iide(MÄSSA tellim),3,3bb5db,Saare MV,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>Iidelt edasi Mässale on võimalik 1104-1 liiniga T K N tellimisel"
5333b7ed3d55c91051f1639328e6fccf,60,1105,KUR-Rahuste-Jämaja-Iide-Mässa-(LAEVAEHITAJA tellimisel)-KUR,3,3bb5db,Saare MV,"Liini komentaarid:<br>dispetseri tel nr 631 02 62 või 5 295 603<br>1105-2 liinile P ja riiklikel pühadel on lisatud nõudeliinina Sääre-Ohessaare-Iide"
6f9e6bc3646d6322df94022d443f7549,60,1107,Iide-Mässa-Anseküla-Salme-Kuressaare,3,3bb5db,Saare MV,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel"
687621a9a216a3583a9f00a43f5353d5,60,1108,Kuressaare-Salme-Rahuste-Kargi-Iide-Mässa-Salme-Kuressaare,3,3bb5db,Saare MV,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel"
b971fac7315bb1d855e3784f61010182,71,110A,Võru - Väimela - Tsolgo - Kääpa - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel<br>TASUTA"
5a80ef352d22915e0b8cedd27f135971,71,110B,Võru - Punsaku - Tsolgo - Kääpa - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel<br>TASUTA"
c2ffa2e85c7700ddeb13157305d39165,71,111,Võru - Kääpa - Punsaku - Tsolgo - Väimela - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel"
6f06c77c2ddb691277e5479c22eacec1,100047,111,Põltsamaa - Lustivere - Viruvere - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA"
66afaf77ad4a1b68840cb60e5f60f19f,60,111,Aaviku - Kõrveküla - Lähte - Kärevere - Kärnise - Tartu,3,3bb5db,Tartu MV,"Liini komentaarid:<br>Käigus koolipäevadel<br>TASUTA"
7d52dda42c75c42c5479ab51bc8dc1ab,295,111,Tallinn - Tabasalu - Vatsla - Harku - Tallinn,3,3bb5db,Harjumaa ÜTK,
a540de0a2588179913092adff664c2ca,50,111,Soonurme - Savala - Kiviõli,3,3bb5db,Ida-Viru MV,"Liini komentaarid:<br>TASUTA<br>Reisijate olemasolul peatumine kõikides peatustes<br>Riigipühadel kehtib pühapäevane sõiduplaan"
6ff3ce8dafdbe34f7fd2e732f2b0f9b5,60,1112,Kuressaare-Nasva-Salme-Läätsa-Kuressaare,3,3bb5db,Saare MV,"Liini komentaarid:<br>Liin on käigus ka riigipühadel"
16e58f19a9f18c1bd214d1eb19203438,60,1114,Kuressaare-Nasva-Salme-Kuressaare,3,3bb5db,Saare MV,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel"
481a8cf5a6094ab0215d1f73408aa200,295,111A,Tallinn - Harku - Vatsla - Tabasalu - Tallinn,3,3bb5db,Harjumaa ÜTK,
a024f0d589866fe6e4cdf048364fed36,50,111A,Kiviõli - Savala - Rääsa - Soonurme - Savala - Maidla,3,3bb5db,Ida-Viru MV,"Liini komentaarid:<br>TASUTA<br>Reisijate olemasolul peatumine kõikides peatustes<br>Riigipühadel kehtib pühapäevane sõiduplaan"
ec429f3721df976212879c13a4ed2f71,50,111B,Kiviõli-Säde-Kiviõli-Savala-Soonurme-Rääsa-Savala-Kiviõli,3,3bb5db,Ida-Viru MV,"Liini komentaarid:<br>TASUTA<br>Riigipühadel kehtib pühapäevane sõiduplaan<br>Väljumine Keskuse peatusest kl 13:25 on käigus koolipäevadel<br>Reisijate olemasolul peatumine kõikides peatustes"
605e4f819960ceb27cb612024ab5ce47,50,111C,Kiviõli-Irvala-Kiviõli-Säde-Kiviõli-Savala-Soonurme,3,3bb5db,Ida-Viru MV,"Liini komentaarid:<br>TASUTA"
4af67ac640a706a2ff14186e28a1d388,100047,112,Põltsamaa - Lustivere - Aidu - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA"
163e8ce9099d0acb7673aaa4908ca311,100068,112,Zoo - Haabersti - Harku - Laagri - Urda - Koidu - Alliku - Saue,3,3bb5db,Harjumaa ÜTK,
d6a540175f70651eeb179cbf0d9d4687,71,112A,Võru - Tsolgo - Joosu - Põlva,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Riigipühadel käigus vastavalt nädalapäevale"
6703aec8b7bfa28c9f1a0f17e2dcd34d,71,112B,Põlva - Joosu - Tsolgo - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Riigipühadel käigus vastavalt nädalapäevale"
